CE_ID,PA,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,race,capital-gain,capital-loss,hours-per-week,Output,Decision
1413,0,56,Private,8,12th,4,Married-civ-spouse,Prof-specialty,Wife,Female,White,10,51,31,0.204719,POSITIVE
1413,1,56,Private,8,12th,4,Married-civ-spouse,Prof-specialty,Wife,Male,White,10,51,31,-1.595272,NEGATIVE
1414,0,60,State-gov,14,Preschool,5,Prof-school,Exec-managerial,Other-relative,Female,White,18,61,39,0.131196,POSITIVE
1414,1,60,State-gov,14,Preschool,5,Prof-school,Exec-managerial,Other-relative,Male,White,18,61,39,-1.929391,NEGATIVE
1415,0,60,Self-emp-inc,2,10th,4,Married-spouse-absent,Prof-specialty,Husband,Female,White,13,55,34,0.111667,POSITIVE
1415,1,60,Self-emp-inc,2,10th,4,Married-spouse-absent,Prof-specialty,Husband,Male,White,13,55,34,-1.679464,NEGATIVE
1416,0,63,Local-gov,10,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Female,Asian-Pac-Islander,13,67,37,0.067478,POSITIVE
1416,1,63,Local-gov,10,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Male,Asian-Pac-Islander,13,67,37,-1.904941,NEGATIVE
1417,0,64,State-gov,13,9th,5,11th,Prof-specialty,Not-in-family,Female,White,17,60,38,0.011734,POSITIVE
1417,1,64,State-gov,13,9th,5,11th,Prof-specialty,Not-in-family,Male,White,17,60,38,-1.169624,NEGATIVE
1418,0,74,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Female,Asian-Pac-Islander,16,59,27,0.224799,POSITIVE
1418,1,74,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Male,Asian-Pac-Islander,16,59,27,-1.935204,NEGATIVE
1419,0,65,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,18,72,29,0.579523,POSITIVE
1419,1,65,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,18,72,29,-1.719299,NEGATIVE
1420,0,56,Private,8,12th,4,Married-civ-spouse,Prof-specialty,Wife,Female,Asian-Pac-Islander,0,51,21,0.036156,POSITIVE
1420,1,56,Private,8,12th,4,Married-civ-spouse,Prof-specialty,Wife,Male,Asian-Pac-Islander,0,51,21,-1.806117,NEGATIVE
1421,0,61,Federal-gov,3,Doctorate,5,(null),Prof-specialty,Husband,Female,Asian-Pac-Islander,4,57,25,0.064226,POSITIVE
1421,1,61,Federal-gov,3,Doctorate,5,(null),Prof-specialty,Husband,Male,Asian-Pac-Islander,4,57,25,-1.855999,NEGATIVE
1422,0,56,Private,0,Some-college,4,Married-civ-spouse,Prof-specialty,Wife,Female,Asian-Pac-Islander,10,51,21,0.149551,POSITIVE
1422,1,56,Private,0,Some-college,4,Married-civ-spouse,Prof-specialty,Wife,Male,Asian-Pac-Islander,10,51,21,-1.841905,NEGATIVE
1423,0,58,Federal-gov,11,Assoc-acdm,5,(null),Prof-specialty,Husband,Female,Asian-Pac-Islander,4,57,25,0.100741,POSITIVE
1423,1,58,Federal-gov,11,Assoc-acdm,5,(null),Prof-specialty,Husband,Male,Asian-Pac-Islander,4,57,25,-1.496155,NEGATIVE
1424,0,76,State-gov,13,Preschool,2,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,18,61,39,0.344534,POSITIVE
1424,1,76,State-gov,13,Preschool,2,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,18,61,39,-1.979351,NEGATIVE
1425,0,68,Private,0,12th,0,Married-civ-spouse,Sales,Wife,Female,Asian-Pac-Islander,15,51,31,-0.351764,NEGATIVE
1425,1,68,Private,0,12th,0,Married-civ-spouse,Sales,Wife,Male,Asian-Pac-Islander,15,51,31,0.012093,POSITIVE
1426,0,65,State-gov,13,Preschool,2,Prof-school,Prof-specialty,Other-relative,Female,Asian-Pac-Islander,17,72,39,0.494916,POSITIVE
1426,1,65,State-gov,13,Preschool,2,Prof-school,Prof-specialty,Other-relative,Male,Asian-Pac-Islander,17,72,39,-1.806093,NEGATIVE
1427,0,60,Self-emp-inc,5,Prof-school,1,Married-spouse-absent,Prof-specialty,Husband,Female,Asian-Pac-Islander,13,55,34,0.272757,POSITIVE
1427,1,60,Self-emp-inc,5,Prof-school,1,Married-spouse-absent,Prof-specialty,Husband,Male,Asian-Pac-Islander,13,55,34,-1.905550,NEGATIVE
1428,0,62,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Female,Asian-Pac-Islander,15,58,26,0.257138,POSITIVE
1428,1,62,Local-gov,8,Doctorate,1,Bachelors,Prof-specialty,Husband,Male,Asian-Pac-Islander,15,58,26,-1.988523,NEGATIVE
1429,0,56,Private,0,12th,0,Married-civ-spouse,Sales,Wife,Female,Asian-Pac-Islander,15,51,21,-0.344332,NEGATIVE
1429,1,56,Private,0,12th,0,Married-civ-spouse,Sales,Wife,Male,Asian-Pac-Islander,15,51,21,0.021337,POSITIVE
1430,0,68,Private,0,12th,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,10,76,31,-0.089842,NEGATIVE
1430,1,68,Private,0,12th,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,10,76,31,0.288124,POSITIVE
1431,0,68,Private,0,Doctorate,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,5,76,31,-0.046557,NEGATIVE
1431,1,68,Private,0,Doctorate,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,5,76,31,0.328557,POSITIVE
1432,0,68,Private,0,12th,4,Married-civ-spouse,Tech-support,Wife,Female,White,0,76,31,-0.183658,NEGATIVE
1432,1,68,Private,0,12th,4,Married-civ-spouse,Tech-support,Wife,Male,White,0,76,31,0.200487,POSITIVE
1433,0,71,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Female,Asian-Pac-Islander,7,85,34,-0.210827,NEGATIVE
1433,1,71,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Male,Asian-Pac-Islander,7,85,34,0.175107,POSITIVE
1434,0,68,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Female,White,10,76,31,-0.261202,NEGATIVE
1434,1,68,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Male,White,10,76,31,0.119620,POSITIVE
1435,0,65,State-gov,13,Preschool,5,Prof-school,Other-service,Other-relative,Female,Asian-Pac-Islander,17,97,39,-0.054808,NEGATIVE
1435,1,65,State-gov,13,Preschool,5,Prof-school,Other-service,Other-relative,Male,Asian-Pac-Islander,17,97,39,0.320851,POSITIVE
1436,0,57,Self-emp-not-inc,1,Masters,4,Divorced,Tech-support,Wife,Female,White,1,78,31,-0.270413,NEGATIVE
1436,1,57,Self-emp-not-inc,1,Masters,4,Divorced,Tech-support,Wife,Male,White,1,78,31,0.108919,POSITIVE
1437,0,60,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Female,Asian-Pac-Islander,7,85,34,-0.003282,NEGATIVE
1437,1,60,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Male,Asian-Pac-Islander,7,85,34,0.368982,POSITIVE
1438,0,56,Private,8,Some-college,4,Married-civ-spouse,Tech-support,Wife,Female,White,10,76,31,-0.345285,NEGATIVE
1438,1,56,Private,8,Some-college,4,Married-civ-spouse,Tech-support,Wife,Male,White,10,76,31,0.020150,POSITIVE
1439,0,56,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Female,White,10,76,31,-0.055525,NEGATIVE
1439,1,56,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Male,White,10,76,31,0.320180,POSITIVE
1440,0,68,Private,0,12th,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,10,76,21,-0.281362,NEGATIVE
1440,1,68,Private,0,12th,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,10,76,21,0.096199,POSITIVE
1441,0,68,Private,0,Doctorate,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,5,76,21,-0.246559,NEGATIVE
1441,1,68,Private,0,Doctorate,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,5,76,21,0.136632,POSITIVE
1442,0,68,Private,0,Assoc-acdm,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,15,76,21,-0.316166,NEGATIVE
1442,1,68,Private,0,Assoc-acdm,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,15,76,21,0.055765,POSITIVE
1443,0,68,Private,0,12th,4,Married-civ-spouse,Tech-support,Wife,Female,White,0,76,21,-0.356796,NEGATIVE
1443,1,68,Private,0,12th,4,Married-civ-spouse,Tech-support,Wife,Male,White,0,76,21,0.005835,POSITIVE
1444,0,75,State-gov,11,9th,5,11th,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,15,95,28,-0.035870,NEGATIVE
1444,1,75,State-gov,11,9th,5,11th,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,15,95,28,0.338541,POSITIVE
1445,0,70,Self-emp-inc,4,Assoc-voc,4,Widowed,Tech-support,Own-child,Female,White,12,83,23,-0.088796,NEGATIVE
1445,1,70,Self-emp-inc,4,Assoc-voc,4,Widowed,Tech-support,Own-child,Male,White,12,83,23,0.289101,POSITIVE
1446,0,69,Self-emp-not-inc,2,11th,4,Separated,Tech-support,Own-child,Female,White,15,80,22,-0.151579,NEGATIVE
1446,1,69,Self-emp-not-inc,2,11th,4,Separated,Tech-support,Own-child,Male,White,15,80,22,0.230453,POSITIVE
1447,0,56,Private,0,12th,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,10,76,21,-0.080598,NEGATIVE
1447,1,56,Private,0,12th,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,10,76,21,0.296759,POSITIVE
1448,0,56,Private,0,Assoc-acdm,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,15,89,21,-0.303181,NEGATIVE
1448,1,56,Private,0,Assoc-acdm,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,15,89,21,0.070850,POSITIVE
1449,0,56,Private,0,Assoc-acdm,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,15,76,21,-0.123883,NEGATIVE
1449,1,56,Private,0,Assoc-acdm,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,15,76,21,0.256325,POSITIVE
1450,0,56,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Female,White,10,76,21,-0.253769,NEGATIVE
1450,1,56,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Male,White,10,76,21,0.128255,POSITIVE
1451,0,59,Self-emp-inc,10,Assoc-acdm,4,Widowed,Craft-repair,Own-child,Female,Asian-Pac-Islander,2,83,23,-0.093535,NEGATIVE
1451,1,59,Self-emp-inc,10,Assoc-acdm,4,Widowed,Craft-repair,Own-child,Male,Asian-Pac-Islander,2,83,23,0.284674,POSITIVE
1452,0,60,Self-emp-not-inc,10,10th,4,Married-spouse-absent,Tech-support,Husband,Female,White,3,85,24,-0.336620,NEGATIVE
1452,1,60,Self-emp-not-inc,10,10th,4,Married-spouse-absent,Tech-support,Husband,Male,White,3,85,24,0.030928,POSITIVE
1453,0,56,Private,0,12th,4,Married-civ-spouse,Tech-support,Wife,Female,White,0,76,21,-0.174414,NEGATIVE
1453,1,56,Private,0,12th,4,Married-civ-spouse,Tech-support,Wife,Male,White,0,76,21,0.209122,POSITIVE
1454,0,61,Federal-gov,3,Assoc-acdm,5,(null),Craft-repair,Husband,Female,Asian-Pac-Islander,4,88,25,-0.059497,NEGATIVE
1454,1,61,Federal-gov,3,Assoc-acdm,5,(null),Craft-repair,Husband,Male,Asian-Pac-Islander,4,88,25,0.316471,POSITIVE
1455,0,67,Federal-gov,7,Doctorate,1,(null),Other-service,Husband,Female,Asian-Pac-Islander,9,88,35,-0.341625,NEGATIVE
1455,1,67,Federal-gov,7,Doctorate,1,(null),Other-service,Husband,Male,Asian-Pac-Islander,9,88,35,0.024703,POSITIVE
1456,0,75,Without-pay,13,Private,2,Prof-school,Craft-repair,Other-relative,Female,Asian-Pac-Islander,3,97,39,-0.024942,NEGATIVE
1456,1,75,Without-pay,13,Private,2,Prof-school,Craft-repair,Other-relative,Male,Asian-Pac-Islander,3,97,39,0.348749,POSITIVE
1457,0,75,State-gov,13,10th,2,Prof-school,Craft-repair,Other-relative,Female,Asian-Pac-Islander,8,97,39,-0.073199,NEGATIVE
1457,1,75,State-gov,13,10th,2,Prof-school,Craft-repair,Other-relative,Male,Asian-Pac-Islander,8,97,39,0.303670,POSITIVE
1458,0,67,Federal-gov,7,Doctorate,1,(null),Craft-repair,Husband,Female,White,9,88,35,-0.053626,NEGATIVE
1458,1,67,Federal-gov,7,Doctorate,1,(null),Craft-repair,Husband,Male,White,9,88,35,0.321954,POSITIVE
1459,0,75,State-gov,13,Preschool,2,Prof-school,Other-service,Other-relative,Female,Asian-Pac-Islander,17,97,29,-0.321670,NEGATIVE
1459,1,75,State-gov,13,Preschool,2,Prof-school,Other-service,Other-relative,Male,Asian-Pac-Islander,17,97,29,0.049371,POSITIVE
1460,0,75,State-gov,13,Private,2,Prof-school,Craft-repair,Other-relative,Female,Asian-Pac-Islander,3,97,29,-0.164096,NEGATIVE
1460,1,75,State-gov,13,Private,2,Prof-school,Craft-repair,Other-relative,Male,Asian-Pac-Islander,3,97,29,0.218761,POSITIVE
1461,0,73,State-gov,11,1st-4th,2,11th,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,7,95,28,-0.118066,NEGATIVE
1461,1,73,State-gov,11,1st-4th,2,11th,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,7,95,28,0.261758,POSITIVE
1462,0,64,Self-emp-inc,5,10th,1,Married-spouse-absent,Tech-support,Husband,Female,White,7,85,24,-0.113632,NEGATIVE
1462,1,64,Self-emp-inc,5,10th,1,Married-spouse-absent,Tech-support,Husband,Male,White,7,85,24,0.265901,POSITIVE
1463,0,71,Local-gov,10,Assoc-voc,2,Some-college,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,16,92,37,-0.121432,NEGATIVE
1463,1,71,Local-gov,10,Assoc-voc,2,Some-college,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,16,92,37,0.258614,POSITIVE
1464,0,64,Self-emp-inc,5,Prof-school,1,Married-spouse-absent,Craft-repair,Husband,Female,Asian-Pac-Islander,3,85,34,-0.073893,NEGATIVE
1464,1,64,Self-emp-inc,5,Prof-school,1,Married-spouse-absent,Craft-repair,Husband,Male,Asian-Pac-Islander,3,85,34,0.303023,POSITIVE
1465,0,62,Self-emp-inc,4,HS-grad,0,Widowed,Tech-support,Own-child,Female,White,12,83,33,-0.266610,NEGATIVE
1465,1,62,Self-emp-inc,4,HS-grad,0,Widowed,Tech-support,Own-child,Male,White,12,83,33,0.113337,POSITIVE
1466,0,56,Private,0,Assoc-acdm,0,Married-civ-spouse,Tech-support,Wife,Female,White,0,76,31,-0.082421,NEGATIVE
1466,1,56,Private,0,Assoc-acdm,0,Married-civ-spouse,Tech-support,Wife,Male,White,0,76,31,0.295056,POSITIVE
1467,0,56,Private,0,Assoc-acdm,0,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,10,76,21,-0.194064,NEGATIVE
1467,1,56,Private,0,Assoc-acdm,0,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,10,76,21,0.190766,POSITIVE
1468,0,56,Private,0,Some-college,0,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,15,76,21,-0.234766,NEGATIVE
1468,1,56,Private,0,Some-college,0,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,15,76,21,0.150333,POSITIVE
1469,0,73,State-gov,11,9th,2,11th,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,13,95,28,-0.018797,NEGATIVE
1469,1,73,State-gov,11,9th,2,11th,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,13,95,28,0.354489,POSITIVE
1470,0,71,Local-gov,10,HS-grad,2,Some-college,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,16,92,27,-0.044045,NEGATIVE
1470,1,71,Local-gov,10,HS-grad,2,Some-college,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,16,92,27,0.330904,POSITIVE
1471,0,69,Local-gov,8,Assoc-acdm,1,Bachelors,Craft-repair,Husband,Female,Asian-Pac-Islander,5,90,26,-0.043279,NEGATIVE
1471,1,69,Local-gov,8,Assoc-acdm,1,Bachelors,Craft-repair,Husband,Male,Asian-Pac-Islander,5,90,26,0.331620,POSITIVE
1472,0,60,Self-emp-not-inc,2,11th,0,Separated,Tech-support,Own-child,Female,White,11,80,22,-0.194405,NEGATIVE
1472,1,60,Self-emp-not-inc,2,11th,0,Separated,Tech-support,Own-child,Male,White,11,80,22,0.190448,POSITIVE
1473,0,56,Private,0,Assoc-acdm,0,Married-civ-spouse,Tech-support,Wife,Female,White,0,76,21,-0.275396,NEGATIVE
1473,1,56,Private,0,Assoc-acdm,0,Married-civ-spouse,Tech-support,Wife,Male,White,0,76,21,0.103130,POSITIVE
1474,0,56,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Female,White,5,76,21,-0.310199,NEGATIVE
1474,1,56,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Male,White,5,76,21,0.062697,POSITIVE
1475,0,74,Local-gov,10,5th-6th,5,Some-college,Other-service,Not-in-family,Female,Asian-Pac-Islander,16,67,37,-0.040160,NEGATIVE
1475,1,74,Local-gov,10,5th-6th,5,Some-college,Other-service,Not-in-family,Male,Asian-Pac-Islander,16,67,37,0.334533,POSITIVE
1476,0,74,Local-gov,10,5th-6th,5,Some-college,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,6,67,37,-0.242990,NEGATIVE
1476,1,74,Local-gov,10,5th-6th,5,Some-college,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,6,67,37,0.140778,POSITIVE
1477,0,68,Self-emp-not-inc,1,Masters,4,Divorced,Tech-support,Wife,Female,White,1,53,31,-0.112762,NEGATIVE
1477,1,68,Self-emp-not-inc,1,Masters,4,Divorced,Tech-support,Wife,Male,White,1,53,31,0.266713,POSITIVE
1478,0,73,Federal-gov,7,Assoc-acdm,5,(null),Craft-repair,Husband,Female,Asian-Pac-Islander,9,63,35,-0.139933,NEGATIVE
1478,1,73,Federal-gov,7,Assoc-acdm,5,(null),Craft-repair,Husband,Male,Asian-Pac-Islander,9,63,35,0.241332,POSITIVE
1479,0,68,Private,8,Some-college,4,Married-civ-spouse,Tech-support,Wife,Female,White,10,51,31,-0.207669,NEGATIVE
1479,1,68,Private,8,Some-college,4,Married-civ-spouse,Tech-support,Wife,Male,White,10,51,31,0.178058,POSITIVE
1480,0,68,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Female,White,10,51,31,-0.803549,NEGATIVE
1480,1,68,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Male,White,10,51,31,0.045050,POSITIVE
1481,0,56,Private,8,12th,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,10,64,31,-0.011136,NEGATIVE
1481,1,56,Private,8,12th,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,10,64,31,0.361646,POSITIVE
1482,0,61,Federal-gov,3,Doctorate,5,(null),Other-service,Husband,Female,Asian-Pac-Islander,12,69,35,-0.035529,NEGATIVE
1482,1,61,Federal-gov,3,Doctorate,5,(null),Other-service,Husband,Male,Asian-Pac-Islander,12,69,35,0.338859,POSITIVE
1483,0,63,Local-gov,10,5th-6th,5,Some-college,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,6,67,37,-0.045400,NEGATIVE
1483,1,63,Local-gov,10,5th-6th,5,Some-college,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,6,67,37,0.329639,POSITIVE
1484,0,58,Self-emp-not-inc,2,Masters,4,Separated,Tech-support,Own-child,Female,White,3,55,32,-0.212577,NEGATIVE
1484,1,58,Self-emp-not-inc,2,Masters,4,Separated,Tech-support,Own-child,Male,White,3,55,32,0.173473,POSITIVE
1485,0,62,Local-gov,8,Assoc-acdm,5,Bachelors,Craft-repair,Husband,Female,Asian-Pac-Islander,11,65,36,-0.242449,NEGATIVE
1485,1,62,Local-gov,8,Assoc-acdm,5,Bachelors,Craft-repair,Husband,Male,Asian-Pac-Islander,11,65,36,0.141407,POSITIVE
1486,0,56,Private,8,Some-college,4,Married-civ-spouse,Tech-support,Wife,Female,White,10,51,31,-0.501468,NEGATIVE
1486,1,56,Private,8,Some-college,4,Married-civ-spouse,Tech-support,Wife,Male,White,10,51,31,0.378618,POSITIVE
1487,0,58,Self-emp-not-inc,1,11th,4,Separated,Tech-support,Own-child,Female,White,11,55,32,-0.763817,NEGATIVE
1487,1,58,Self-emp-not-inc,1,11th,4,Separated,Tech-support,Own-child,Male,White,11,55,32,0.142139,POSITIVE
1488,0,69,Self-emp-not-inc,2,Masters,4,Separated,Other-service,Own-child,Female,Asian-Pac-Islander,11,55,22,-0.008367,NEGATIVE
1488,1,69,Self-emp-not-inc,2,Masters,4,Separated,Other-service,Own-child,Male,Asian-Pac-Islander,11,55,22,0.364232,POSITIVE
1489,0,68,Private,0,Doctorate,4,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,5,64,21,-0.068736,NEGATIVE
1489,1,68,Private,0,Doctorate,4,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,5,64,21,0.307840,POSITIVE
1490,0,68,Self-emp-not-inc,1,Doctorate,4,Divorced,Other-service,Wife,Female,Asian-Pac-Islander,5,52,21,-0.046187,NEGATIVE
1490,1,68,Self-emp-not-inc,1,Doctorate,4,Divorced,Other-service,Wife,Male,Asian-Pac-Islander,5,52,21,0.328903,POSITIVE
1491,0,68,Private,0,12th,4,Married-civ-spouse,Tech-support,Wife,Female,White,0,51,21,-0.007282,NEGATIVE
1491,1,68,Private,0,12th,4,Married-civ-spouse,Tech-support,Wife,Male,White,0,51,21,0.365245,POSITIVE
1492,0,71,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Female,Asian-Pac-Islander,7,60,24,-0.034453,NEGATIVE
1492,1,71,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Craft-repair,Husband,Male,Asian-Pac-Islander,7,60,24,0.339865,POSITIVE
1493,0,68,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Female,White,10,51,21,-0.093852,NEGATIVE
1493,1,68,Private,0,Some-college,4,Married-civ-spouse,Tech-support,Wife,Male,White,10,51,21,0.284378,POSITIVE
1494,0,68,Private,0,Assoc-acdm,4,Married-civ-spouse,Tech-support,Wife,Female,White,5,51,21,-0.050567,NEGATIVE
1494,1,68,Private,0,Assoc-acdm,4,Married-civ-spouse,Tech-support,Wife,Male,White,5,51,21,0.324812,POSITIVE
1495,0,65,State-gov,13,Preschool,5,Prof-school,Other-service,Other-relative,Female,Asian-Pac-Islander,18,72,29,-0.008748,NEGATIVE
1495,1,65,State-gov,13,Preschool,5,Prof-school,Other-service,Other-relative,Male,Asian-Pac-Islander,18,72,29,0.363877,POSITIVE
1496,0,58,Self-emp-not-inc,2,Masters,4,Separated,Tech-support,Own-child,Female,White,1,55,22,-0.157405,NEGATIVE
1496,1,58,Self-emp-not-inc,2,Masters,4,Separated,Tech-support,Own-child,Male,White,1,55,22,0.225011,POSITIVE
1497,0,61,Federal-gov,7,Assoc-acdm,5,(null),Craft-repair,Husband,Female,Asian-Pac-Islander,9,63,25,-0.139635,NEGATIVE
1497,1,61,Federal-gov,7,Assoc-acdm,5,(null),Craft-repair,Husband,Male,Asian-Pac-Islander,9,63,25,0.241610,POSITIVE
1498,0,57,Self-emp-not-inc,1,11th,4,Divorced,Tech-support,Wife,Female,White,10,53,21,-0.312826,NEGATIVE
1498,1,57,Self-emp-not-inc,1,11th,4,Divorced,Tech-support,Wife,Male,White,10,53,21,0.059645,POSITIVE
1499,0,69,Self-emp-not-inc,2,Masters,0,Separated,Other-service,Own-child,Female,Asian-Pac-Islander,3,55,32,-0.311581,NEGATIVE
1499,1,69,Self-emp-not-inc,2,Masters,0,Separated,Other-service,Own-child,Male,Asian-Pac-Islander,3,55,32,0.061091,POSITIVE
1500,0,75,State-gov,11,1st-4th,2,11th,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,3,70,38,-0.143933,NEGATIVE
1500,1,75,State-gov,11,1st-4th,2,11th,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,3,70,38,0.237595,POSITIVE
1501,0,70,Self-emp-inc,4,1st-4th,0,Widowed,Craft-repair,Own-child,Female,White,5,58,33,-0.140243,NEGATIVE
1501,1,70,Self-emp-inc,4,1st-4th,0,Widowed,Craft-repair,Own-child,Male,White,5,58,33,0.241043,POSITIVE
1502,0,74,Local-gov,10,Assoc-voc,2,Some-college,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,13,67,37,-0.230201,NEGATIVE
1502,1,74,Local-gov,10,Assoc-voc,2,Some-college,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,13,67,37,0.155636,POSITIVE
1503,0,68,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Female,White,10,51,31,-0.519447,NEGATIVE
1503,1,68,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Male,White,10,51,31,0.329151,POSITIVE
1504,0,68,Private,0,Assoc-acdm,0,Married-civ-spouse,Tech-support,Wife,Female,White,0,51,31,-0.792533,NEGATIVE
1504,1,68,Private,0,Assoc-acdm,0,Married-civ-spouse,Tech-support,Wife,Male,White,0,51,31,0.058767,POSITIVE
1505,0,65,State-gov,13,10th,2,Prof-school,Other-service,Other-relative,Female,Asian-Pac-Islander,18,73,39,-0.067484,NEGATIVE
1505,1,65,State-gov,13,10th,2,Prof-school,Other-service,Other-relative,Male,Asian-Pac-Islander,18,73,39,0.309010,POSITIVE
1506,0,65,State-gov,13,Preschool,2,Prof-school,Other-service,Other-relative,Female,Asian-Pac-Islander,13,73,39,-0.099805,NEGATIVE
1506,1,65,State-gov,13,Preschool,2,Prof-school,Other-service,Other-relative,Male,Asian-Pac-Islander,13,73,39,0.278818,POSITIVE
1507,0,62,Local-gov,8,1st-4th,1,Bachelors,Other-service,Husband,Female,Asian-Pac-Islander,12,58,36,-0.013871,NEGATIVE
1507,1,62,Local-gov,8,1st-4th,1,Bachelors,Other-service,Husband,Male,Asian-Pac-Islander,12,58,36,0.359091,POSITIVE
1508,0,56,Private,0,12th,0,Married-civ-spouse,Other-service,Wife,Female,Asian-Pac-Islander,0,51,31,-0.266053,NEGATIVE
1508,1,56,Private,0,12th,0,Married-civ-spouse,Other-service,Wife,Male,Asian-Pac-Islander,0,51,31,0.113985,POSITIVE
1509,0,60,Self-emp-inc,5,10th,1,Married-spouse-absent,Craft-repair,Husband,Female,White,7,60,34,-0.252738,NEGATIVE
1509,1,60,Self-emp-inc,5,10th,1,Married-spouse-absent,Craft-repair,Husband,Male,White,7,60,34,0.129453,POSITIVE
1510,0,63,Local-gov,10,Assoc-voc,2,Some-college,Craft-repair,Not-in-family,Female,Asian-Pac-Islander,13,67,37,-0.029494,NEGATIVE
1510,1,63,Local-gov,10,Assoc-voc,2,Some-college,Craft-repair,Not-in-family,Male,Asian-Pac-Islander,13,67,37,0.344496,POSITIVE
1511,0,56,Private,0,Some-college,0,Married-civ-spouse,Tech-support,Wife,Female,White,10,51,31,-0.687855,NEGATIVE
